epoch,loss,validation accuracy,best validation accuracy
0,3.955035831191038,5.838815789473684,5.838815789473684
1,3.788024854111044,5.838815789473684,5.838815789473684
2,3.715236502258401,5.838815789473684,5.838815789473684
3,3.798322681533663,7.051809210526316,7.051809210526316
4,3.8004893884062767,6.324527138157895,7.051809210526316
5,3.714947427966093,5.489309210526316,7.051809210526316
6,3.632024448168905,5.489309210526316,7.051809210526316
7,3.6168908614077067,8.665707236842104,8.665707236842104
8,3.620583450715793,6.1420641447368425,8.665707236842104
9,3.6172078910626864,6.802528782894737,8.665707236842104
10,3.6139666147922216,6.745990953947368,8.665707236842104
11,3.608920158524262,6.745990953947368,8.665707236842104
12,3.6065227577560828,6.745990953947368,8.665707236842104
13,3.60762202229939,10.485197368421053,10.485197368421053
14,3.6107375688458743,5.838815789473684,10.485197368421053
15,3.6101511528617456,5.838815789473684,10.485197368421053
16,3.605782372386832,8.49352384868421,10.485197368421053
17,3.602159260527084,8.868729440789474,10.485197368421053
18,3.5965928870596384,5.854235197368421,10.485197368421053
19,3.590520551722301,5.825966282894737,10.485197368421053
20,3.5847426307828805,7.856188322368421,10.485197368421053
21,3.5787364154269823,18.80653782894737,18.80653782894737
22,3.5778817534446716,13.170744243421053,18.80653782894737
23,3.5794885182066967,13.27868009868421,18.80653782894737
24,3.5822806542641237,11.343544407894736,18.80653782894737
25,3.586770643921275,10.289884868421053,18.80653782894737
26,3.586469840062292,13.273540296052632,18.80653782894737
27,3.5831754662488637,19.801089638157894,19.801089638157894
28,3.577801639312192,17.405941611842106,19.801089638157894
29,3.5697100884036015,18.45446134868421,19.801089638157894
30,3.558103537873218,10.737047697368421,19.801089638157894
31,3.5454382774861237,8.336759868421053,19.801089638157894
32,3.5319048487826397,12.004009046052632,19.801089638157894
33,3.5227898939659723,22.66395970394737,22.66395970394737
34,3.5178713065228964,26.75524259868421,26.75524259868421
35,3.519644852139448,22.16796875,26.75524259868421
36,3.5245177165458075,17.91735197368421,26.75524259868421
37,3.506591683155612,24.496299342105264,26.75524259868421
38,3.488858898219309,26.048519736842106,26.75524259868421
39,3.477887450080169,30.147512335526315,30.147512335526315
40,3.4696705231541083,30.311986019736842,30.311986019736842
41,3.4655420627248916,27.44140625,30.311986019736842
42,3.4544369927362393,27.04821134868421,30.311986019736842
43,3.428524255360428,30.078125,30.311986019736842
44,3.4059434293916353,30.65635279605263,30.65635279605263
45,3.379331011521189,31.591796875,31.591796875
46,3.35084353465783,35.6188322368421,35.6188322368421
47,3.327715187872711,36.168791118421055,36.168791118421055
48,3.310158078999896,34.91981907894737,36.168791118421055
49,3.2972087005251334,34.67567845394737,36.168791118421055
50,3.281012488431052,38.34549753289474,38.34549753289474
51,3.2544607782834456,38.28638980263158,38.34549753289474
52,3.2329700193122815,36.83182565789474,38.34549753289474
53,3.2021174454375316,36.89864309210526,38.34549753289474
54,3.1731135229531087,37.5,38.34549753289474
55,3.133234922823153,40.547902960526315,40.547902960526315
56,3.1235979901332604,37.5,40.547902960526315
57,3.0773089418285773,38.95970394736842,40.547902960526315
58,3.0437802346913436,40.5993009868421,40.5993009868421
59,3.0067920375027155,40.52477384868421,40.5993009868421
60,2.9771682874936807,39.4274259868421,40.5993009868421
61,2.9506171451587426,42.05643503289474,42.05643503289474
62,2.942279192177873,40.673828125,42.05643503289474
63,2.9076876216813137,39.11389802631579,42.05643503289474
64,2.88468376939234,39.38887746710526,42.05643503289474
65,2.844500722265557,42.67578125,42.67578125
66,2.8245421906835153,41.70178865131579,42.67578125
67,2.8250264580312527,40.63013980263158,42.67578125
68,2.8007682271693883,38.260690789473685,42.67578125
69,2.746363900209728,43.07411595394737,43.07411595394737
70,2.829693490541295,37.05797697368421,43.07411595394737
71,2.681629803227751,42.256887335526315,43.07411595394737
72,2.7147440690743294,37.78268914473684,43.07411595394737
73,2.7155871114840635,38.82606907894737,43.07411595394737
74,2.6589338944146506,41.002775493421055,43.07411595394737
75,2.6331959443264887,43.03556743421053,43.07411595394737
76,2.619167735506045,42.7965666118421,43.07411595394737
77,2.583738640342888,42.98673930921053,43.07411595394737
78,2.5735618689734685,41.54245476973684,43.07411595394737
79,2.5439288933810436,41.05674342105263,43.07411595394737
80,2.5119981761825714,42.31856496710526,43.07411595394737
81,2.505018971076137,43.26428865131579,43.26428865131579
82,2.5250943897193983,41.963918585526315,43.26428865131579
83,2.480013035041721,42.508737664473685,43.26428865131579
84,2.453507506337605,43.11266447368421,43.26428865131579
85,2.448975872052343,43.53669819078947,43.53669819078947
86,2.439890960917661,44.23057154605263,44.23057154605263
87,2.4712279258589995,42.83254523026316,44.23057154605263
88,2.4294977509661724,44.00442023026316,44.23057154605263
89,2.3955223905412772,44.44130345394737,44.44130345394737
90,2.397845856453243,43.8707853618421,44.44130345394737
91,2.3715185793606857,43.89134457236842,44.44130345394737
92,2.3575239691295122,43.86564555921053,44.44130345394737
93,2.3781507746561577,42.96618009868421,44.44130345394737
94,2.3497709428009235,44.22286184210526,44.44130345394737
95,2.3369478761757674,44.53381990131579,44.53381990131579
96,2.3447148664609383,44.23571134868421,44.53381990131579
97,2.3386589606341563,44.59806743421053,44.59806743421053
98,2.3342234282509278,45.055509868421055,45.055509868421055
99,2.312015127390623,45.633737664473685,45.633737664473685
100,2.298145143609298,45.58747944078947,45.633737664473685
101,2.299513927023662,45.0452302631579,45.633737664473685
102,2.2766974282107855,45.37931743421053,45.633737664473685
103,2.3545837629782524,43.079255756578945,45.633737664473685
104,2.423386993965036,40.66354851973684,45.633737664473685
105,2.398947549885825,42.12068256578947,45.633737664473685
106,2.3511926235729144,43.80910773026316,45.633737664473685
107,2.3002089536503743,45.29451069078947,45.633737664473685
108,2.290414930762429,45.78279194078947,45.78279194078947
109,2.2777110042148516,45.960115131578945,45.960115131578945
110,2.2963137767816844,45.641447368421055,45.960115131578945
111,2.299921603775338,45.7750822368421,45.960115131578945
112,2.2965870901550116,45.877878289473685,45.960115131578945
113,2.298543920642451,45.27138157894737,45.960115131578945
114,2.2833363507923328,45.6285978618421,45.960115131578945
115,2.300951582624724,44.68287417763158,45.960115131578945
116,2.289890482825668,45.81877055921053,45.960115131578945
117,2.313611808380014,45.7262541118421,45.960115131578945
118,2.294781220978812,46.122018914473685,46.122018914473685
119,2.2722781341719,46.35587993421053,46.35587993421053
120,2.2731306721505367,46.24537417763158,46.35587993421053
121,2.273464133276751,46.34303042763158,46.35587993421053
122,2.271775848967464,45.99352384868421,46.35587993421053
123,2.328319689553035,44.27682976973684,46.35587993421053
124,2.3127646359958147,45.7750822368421,46.35587993421053
125,2.291931058231153,46.27107319078947,46.35587993421053
126,2.271355830525097,46.561472039473685,46.561472039473685
127,2.2578508040230525,46.56661184210526,46.56661184210526
128,2.2795292754706584,45.960115131578945,46.56661184210526
129,2.2842910574062874,45.813630756578945,46.56661184210526
130,2.2774487216221657,46.422697368421055,46.56661184210526
131,2.2591482814597454,46.29420230263158,46.56661184210526
132,2.2864937045072256,45.723684210526315,46.56661184210526
133,2.2299574976296803,47.489206414473685,47.489206414473685
134,2.214287896101412,47.01120476973684,47.489206414473685
135,2.2492486218872823,45.98067434210526,47.489206414473685
136,2.2691292084361376,45.9703947368421,47.489206414473685
137,2.2894198474915406,45.95240542763158,47.489206414473685
138,2.216126891735353,47.22707648026316,47.489206414473685
139,2.2294326965746127,47.4609375,47.489206414473685
140,2.272710137853497,45.829050164473685,47.489206414473685
141,2.3161726092037402,44.47985197368421,47.489206414473685
142,2.3495657573405064,44.29481907894737,47.489206414473685
143,2.27937070045032,47.12685032894737,47.489206414473685
144,2.261269942318138,47.1936677631579,47.489206414473685
145,2.2284685324289297,47.0703125,47.489206414473685
146,2.23013163181512,46.707956414473685,47.489206414473685
147,2.2516749342413327,46.456106085526315,47.489206414473685
148,2.236775339826157,47.237356085526315,47.489206414473685
149,2.2089429862405123,48.131681743421055,48.131681743421055
150,2.1979600975387976,48.01603618421053,48.131681743421055
151,2.1835612146870087,48.905222039473685,48.905222039473685
152,2.2044607536181022,48.30900493421053,48.905222039473685
153,2.222441293299198,47.36328125,48.905222039473685
154,2.230188320537931,47.229646381578945,48.905222039473685
155,2.2102026008069515,48.03659539473684,48.905222039473685
156,2.192757524353893,48.7535978618421,48.905222039473685
157,2.1807389202478684,49.03885690789474,49.03885690789474
158,2.1591754638050733,49.69161184210526,49.69161184210526
159,2.128702202517735,49.84323601973684,49.84323601973684
160,2.109320493316964,49.743009868421055,49.84323601973684
161,2.107719534517903,49.39864309210526,49.84323601973684
162,2.1105457475703013,49.378083881578945,49.84323601973684
163,2.1104649838648344,49.4397615131579,49.84323601973684
164,2.114025704366596,49.25729851973684,49.84323601973684
165,2.1346571649375714,48.58141447368421,49.84323601973684
166,2.1532623767852783,48.172800164473685,49.84323601973684
167,2.148332167220743,48.766447368421055,49.84323601973684
168,2.130125204199239,49.149362664473685,49.84323601973684
169,2.1408368623570393,48.555715460526315,49.84323601973684
170,2.126096875063683,49.25729851973684,49.84323601973684
171,2.1328383703765117,49.45775082236842,49.84323601973684
172,2.1578837937038196,49.01572779605263,49.84323601973684
173,2.1593925109819363,49.02086759868421,49.84323601973684
174,2.1632469802310594,49.00801809210526,49.84323601973684
175,2.1628325828596164,49.12623355263158,49.84323601973684
176,2.1907695441653856,48.63024259868421,49.84323601973684
177,2.1858527542729127,48.50174753289474,49.84323601973684
178,2.181692961799471,48.49660773026316,49.84323601973684
179,2.174203581323749,48.717619243421055,49.84323601973684
180,2.1811455956807264,48.54286595394737,49.84323601973684
181,2.1931937981985117,48.53515625,49.84323601973684
182,2.18104107638723,48.81270559210526,49.84323601973684
183,2.1881018092757776,48.51973684210526,49.84323601973684
184,2.2162570618093014,47.9260896381579,49.84323601973684
185,2.2286444329901745,47.58943256578947,49.84323601973684
186,2.230127484586678,47.545744243421055,49.84323601973684
187,2.2003140039741993,48.05201480263158,49.84323601973684
188,2.207961693602173,48.165090460526315,49.84323601973684
189,2.2193537325059114,48.2678865131579,49.84323601973684
190,2.2307161194713494,48.23704769736842,49.84323601973684
191,2.202402532492813,48.57370476973684,49.84323601973684
192,2.1941123098919264,48.69192023026316,49.84323601973684
193,2.2030868640071466,48.61482319078947,49.84323601973684
194,2.2181469756913814,48.326994243421055,49.84323601973684
195,2.2163356201429116,48.28587582236842,49.84323601973684
196,2.1925722491976463,48.85896381578947,49.84323601973684
197,2.209187456847806,48.743318256578945,49.84323601973684
198,2.207444079220295,48.57370476973684,49.84323601973684
199,2.211077496409416,48.24475740131579,49.84323601973684
200,2.213731424784974,47.60485197368421,49.84323601973684
201,2.2080891749968656,47.6331208881579,49.84323601973684
202,2.2061922567847527,47.80530427631579,49.84323601973684
203,2.212638816943294,47.68708881578947,49.84323601973684
204,2.2078556947802244,47.84642269736842,49.84323601973684
205,2.208402808559568,47.88240131578947,49.84323601973684
206,2.1989030022370186,48.229337993421055,49.84323601973684
207,2.192801281025535,48.61739309210526,49.84323601973684
208,2.2101271426991413,49.002878289473685,49.84323601973684
209,2.2134995980090215,49.03885690789474,49.84323601973684
210,2.229066362114329,48.62510279605263,49.84323601973684
211,2.191029944113995,48.506887335526315,49.84323601973684
212,2.182560173696593,48.165090460526315,49.84323601973684
213,2.178235930047537,48.26017680921053,49.84323601973684
214,2.190515920715897,48.326994243421055,49.84323601973684
215,2.207669794755547,47.90296052631579,49.84323601973684
216,2.216937355501087,47.81044407894737,49.84323601973684
217,2.216808622408854,48.06486430921053,49.84323601973684
218,2.2088289503988467,48.010896381578945,49.84323601973684
219,2.2062903299535574,47.59971217105263,49.84323601973684
220,2.213837950637466,47.789884868421055,49.84323601973684
221,2.2266750563132134,48.34755345394737,49.84323601973684
222,2.210664280543202,49.190481085526315,49.84323601973684
223,2.1973719179238143,49.11852384868421,49.84323601973684
224,2.2096795976946226,48.81270559210526,49.84323601973684
225,2.2019096540385172,48.67136101973684,49.84323601973684
226,2.196946737013365,48.360402960526315,49.84323601973684
227,2.1935543502239803,48.20106907894737,49.84323601973684
228,2.1942752035040605,48.23961759868421,49.84323601973684
229,2.1991887453355288,48.375822368421055,49.84323601973684
230,2.1848524528506554,48.59169407894737,49.84323601973684
231,2.17169229235304,48.69706003289474,49.84323601973684
232,2.1627840770310476,48.71504934210526,49.84323601973684
233,2.1576295695022534,48.92064144736842,49.84323601973684
234,2.1485093949656737,49.288137335526315,49.84323601973684
235,2.1545496653569374,49.20333059210526,49.84323601973684
236,2.149846590075054,49.26243832236842,49.84323601973684
237,2.1418501222996333,49.51171875,49.84323601973684
238,2.131701356878406,49.78926809210526,49.84323601973684
239,2.1370550909716832,49.743009868421055,49.84323601973684
240,2.138622649406132,49.17763157894737,49.84323601973684
241,2.1325652405227484,49.344675164473685,49.84323601973684
242,2.1303528719826748,49.52199835526316,49.84323601973684
243,2.134548891335726,49.38322368421053,49.84323601973684
244,2.136533558466717,49.31640625,49.84323601973684
245,2.136812563005247,49.133943256578945,49.84323601973684
246,2.151046402360264,48.91807154605263,49.84323601973684
247,2.140062034522232,48.889802631578945,49.84323601973684
248,2.128261056777678,48.92321134868421,49.84323601973684
249,2.118568572166719,48.938630756578945,49.84323601973684
250,2.1165749491437484,49.15964226973684,49.84323601973684
251,2.113256613086713,49.62736430921053,49.84323601973684
252,2.1095599102738656,49.82267680921053,49.84323601973684
253,2.113295408455949,49.694181743421055,49.84323601973684
254,2.122688909306338,49.434621710526315,49.84323601973684
255,2.12764435634017,49.3395353618421,49.84323601973684
256,2.1310451199349605,49.25986842105263,49.84323601973684
257,2.143630831649429,49.002878289473685,49.84323601973684
258,2.1594801351035895,48.8024259868421,49.84323601973684
259,2.156806907567539,48.974609375,49.84323601973684
260,2.1363317068470153,48.84354440789474,49.84323601973684
261,2.139575343775122,48.668791118421055,49.84323601973684
262,2.1406119610918197,48.7535978618421,49.84323601973684
263,2.1463425680994987,48.97203947368421,49.84323601973684
264,2.14375613061221,49.149362664473685,49.84323601973684
265,2.127466467846381,49.66848273026316,49.84323601973684
266,2.11473192411818,49.95631167763158,49.95631167763158
267,2.1124340468331386,49.7789884868421,49.95631167763158
268,2.1244138024355235,49.51942845394737,49.95631167763158
269,2.135427224596864,49.462890625,49.95631167763158
270,2.138227591193036,49.4140625,49.95631167763158
271,2.125528780057242,49.51428865131579,49.95631167763158
272,2.1270463872504863,49.32411595394737,49.95631167763158
273,2.121957295231129,49.55797697368421,49.95631167763158
274,2.1188067111529802,49.47831003289474,49.95631167763158
275,2.1333963020067466,49.2932771381579,49.95631167763158
276,2.131722270462074,49.32668585526316,49.95631167763158
277,2.1488312198535393,48.82555509868421,49.95631167763158
278,2.1395416077422467,48.4606291118421,49.95631167763158
279,2.1136574349121044,48.995168585526315,49.95631167763158
280,2.114442184959587,49.24958881578947,49.95631167763158
281,2.1302878593927934,49.33439555921053,49.95631167763158
282,2.1188634175219034,49.70446134868421,49.95631167763158
283,2.117053814820553,49.83552631578947,49.95631167763158
284,2.114285681592791,49.82010690789474,49.95631167763158
285,2.109329231279461,50.146484375,50.146484375
286,2.107778706048664,50.25442023026316,50.25442023026316
287,2.134852650526323,49.59395559210526,50.25442023026316
288,2.1298333961320552,50.43688322368421,50.43688322368421
289,2.097787211207967,50.97913240131579,50.97913240131579
290,2.113172734058217,49.69932154605263,50.97913240131579
291,2.0885925643930308,50.15419407894737,50.97913240131579
292,2.079239032770458,50.18503289473684,50.97913240131579
293,2.0879671754021394,50.20302220394737,50.97913240131579
294,2.086436691448877,50.6090666118421,50.97913240131579
295,2.0764534132261026,51.123046875,51.123046875
296,2.0772027826230777,51.31064967105263,51.31064967105263
297,2.1045697901986147,50.82236842105263,51.31064967105263
298,2.1139123884862974,50.65018503289474,51.31064967105263
299,2.091429490399988,50.524259868421055,51.31064967105263
300,2.0751141407772113,49.98201069078947,51.31064967105263
301,2.071824483181301,49.866365131578945,51.31064967105263
302,2.0638552796291676,50.20045230263158,51.31064967105263
303,2.0672641323977397,50.44202302631579,51.31064967105263
304,2.076004587505993,50.77611019736842,51.31064967105263
